"booti","stat","value"
"325","mua",0.5
"325","siga",2.50835569985461
"325","mub",2.48503504382485
"325","sigb",5.51736442285392
"325","pubpar1",NA
"325","pubpar2",0.666666666666667
"325","loglike",-1.81315270695412
"326","pif",0.942355320459326
"326","pia",0.953132527329754
"326","mua",2.99507259003708
"326","siga",2.32962081025426
"326","mub",9.13511725271747
"326","sigb",5.53119099591437
"326","pubpar1",NA
"326","pubpar2",0.34958281235659
"326","loglike",-1.75470692700794
"327","pif",0.360322705332791
"327","pia",0.837490299541843
"327","mua",0.974681192960446
"327","siga",2.36667320184937
"327","mub",1.0456349931842
"327","sigb",5.69876329536972
"327","pubpar1",NA
"327","pubpar2",0.666666666666667
"327","loglike",-1.81319109974922
"328","pif",0.00590695991533647
"328","pia",0.152775789433185
"328","mua",0.624094968485698
"328","siga",5.86898345918619
"328","mub",1
"328","sigb",2.24265526367416
"328","pubpar1",NA
"328","pubpar2",0.666666666666667
"328","loglike",-1.81435271477184
"329","pif",0.335850209711337
"329","pia",0.155620654436086
"329","mua",0.5
"329","siga",5.908617509285
"329","mub",1
"329","sigb",2.35556299383917
"329","pubpar1",NA
"329","pubpar2",0.666666666666667
"329","loglike",-1.81323742386238
"330","pif",0.529102049324177
"330","pia",0.966169593799827
"330","mua",1.65366547525058
"330","siga",2.42341925635787
"330","mub",10
"330","sigb",2.88652697729962
"330","pubpar1",NA
"330","pubpar2",0.666666666666667
"330","loglike",-1.81274241878592
"331","pif",0.330100791263656
"331","pia",0.842557351704934
"331","mua",0.690894689542452
"331","siga",2.46382567546011
"331","mub",1.82792114823194
"331","sigb",5.5805599023203
"331","pubpar1",NA
"331","pubpar2",0.666666666666667
"331","loglike",-1.81309618001062
"332","pif",0.345342443019314
"332","pia",0.897851194873523
"332","mua",1.38291619020401
"332","siga",2.00163522585054
"332","mub",6.61347856011875
"332","sigb",4.06043971001224
"332","pubpar1",NA
"332","pubpar2",0.666666666666667
"332","loglike",-1.78859637294529
"333","pif",0.414646817740976
"333","pia",0.143952034412644
"333","mua",3.13453630235144
"333","siga",5.45085816598404
"333","mub",1.34231416938409
"333","sigb",2.294313885429
"333","pubpar1",NA
"333","pubpar2",0.666666666666667
"333","loglike",-1.81321318504497
"334","pif",0.320132028358446
"334","pia",0.154485549088336
"334","mua",0.608281802761273
"334","siga",5.92148160689122
"334","mub",1
"334","sigb",2.36156827091192
"334","pubpar1",NA
"334","pubpar2",0.666666666666667
"334","loglike",-1.81316148599539
"335","pif",0.327416593023692
"335","pia",0.937239450825872
"335","mua",0.5
"335","siga",2.64845634692201
"335","mub",6.94459586566973
"335","sigb",3.75746969336758
"335","pubpar1",NA
"335","pubpar2",0.666666666666667
"335","loglike",-1.81287532616464
"336","pif",0.00691223475638033
"336","pia",0.845543542776009
"336","mua",0.530737758071225
"336","siga",2.38892891228279
"336","mub",1.06232950675975
"336","sigb",5.71783547300034
"336","pubpar1",NA
"336","pubpar2",0.665208838912785
"336","loglike",-1.81422314021367
"337","pif",0.305024779896784
"337","pia",0.840217670115505
"337","mua",0.5
"337","siga",2.51125226125676
"337","mub",2.19140934623726
"337","sigb",5.4386718349597
"337","pubpar1",NA
"337","pubpar2",0.666666666666667
"337","loglike",-1.81312030080769
"338","pif",0.476065787485624
"338","pia",0.977457826443344
"338","mua",0.5
"338","siga",2.28710957248289
"338","mub",6.63940128999164
"338","sigb",5.96363292548218
"338","pubpar1",NA
"338","pubpar2",0.509343685130418
"338","loglike",-1.8152309250705
"339","pif",0.357346626925739
"339","pia",0.851827985139848
"339","mua",0.5
"339","siga",2.53400564146419
"339","mub",1
"339","sigb",5.90141169172985
"339","pubpar1",NA
"339","pubpar2",0.666666666666667
"339","loglike",-1.81320088145088
"340","pif",0.553070121471116
"340","pia",0.884260754910394
"340","mua",1.57641863911273
"340","siga",2.1317973705823
"340","mub",2.23969742159839
"340","sigb",6.10169864900537
"340","pubpar1",NA
"340","pubpar2",0.516510768452364
"340","loglike",-1.77730332085659
"341","pif",0.367763973676698
"341","pia",0.844084703482739
"341","mua",0.5
"341","siga",2.5587595759345
"341","mub",1
"341","sigb",5.84586511393718
"341","pubpar1",NA
"341","pubpar2",0.666666666666667
"341","loglike",-1.81321460992692
"342","pif",0.581278991546524
"342","pia",0.875191427195529
"342","mua",1.6505772913287
"342","siga",2.65397573030242
"342","mub",4.75734263816722
"342","sigb",5.35980272260461
"342","pubpar1",NA
"342","pubpar2",0.551788689031555
"342","loglike",-1.7891532460961
"343","pif",0.279303184287152
"343","pia",0.849858538952746
"343","mua",0.570032515287972
"343","siga",2.48557621308104
"343","mub",1.05749622741502
"343","sigb",5.8792569899616
"343","pubpar1",NA
"343","pubpar2",0.663285223550767
"343","loglike",-1.81331966472598
"344","pif",0.345656616149863
"344","pia",0.842113169874112
"344","mua",0.531897811228639
"344","siga",2.47367601137716
"344","mub",1.50269763931778
"344","sigb",5.73800446120472
"344","pubpar1",NA
"344","pubpar2",0.666666666666667
"344","loglike",-1.81316035334958
"345","pif",0.373866001191592
"345","pia",0.169321892299856
"345","mua",1.95197738930633
"345","siga",5.36581376145594
"345","mub",1.04798932421152
"345","sigb",2.31131144938648
"345","pubpar1",NA
"345","pubpar2",0.666666666666667
"345","loglike",-1.81328891070467
"346","pif",0.115277640645239
"346","pia",0.858247020120832
"346","mua",1.10877034185372
"346","siga",2.21520765914012
"346","mub",3.36630741255895
"346","sigb",4.92868465999822
"346","pubpar1",NA
"346","pubpar2",0.664944282405525
"346","loglike",-1.78624135960211
"347","pif",0.308516598550596
"347","pia",0.826907220490954
"347","mua",1.12250981634991
"347","siga",2.30173045026112
"347","mub",2.08381394217221
"347","sigb",5.50293254775302
"347","pubpar1",NA
"347","pubpar2",0.660098580373749
"347","loglike",-1.81368520856755
"348","pif",0.469355747942295
"348","pia",0.109073094739106
"348","mua",0.5
"348","siga",6.66654129028964
"348","mub",1.43193621288799
"348","sigb",2.25708134210187
"348","pubpar1",NA
"348","pubpar2",0.603446944275388
"348","loglike",-1.78204778102281
"349","pif",0.042629722419429
"349","pia",0.906108448541894
"349","mua",0.5
"349","siga",2.74541572057152
"349","mub",3.36422087197324
"349","sigb",6.10045098443306
"349","pubpar1",NA
"349","pubpar2",0.639746328386476
"349","loglike",-1.78940799832527
"350","pif",0.325129491000557
"350","pia",0.844698434479554
"350","mua",0.5
"350","siga",2.53175041148867
"350","mub",1
"350","sigb",5.76291942104165
"350","pubpar1",NA
"350","pubpar2",0.666666666666667
"350","loglike",-1.8131655553783
"351","pif",0.439831603854137
"351","pia",0.955635488830025
"351","mua",1.16743784432611
"351","siga",2.49313836949876
"351","mub",8.87803355484529
"351","sigb",3.38146207386762
"351","pubpar1",NA
"351","pubpar2",0.666666666666667
"351","loglike",-1.81264973600034
"352","pif",0.334211216999768
"352","pia",0.972523096638547
"352","mua",0.566945088546891
"352","siga",2.9109478506416
"352","mub",9.64475122919815
"352","sigb",5.67113346935169
"352","pubpar1",NA
"352","pubpar2",0.655080809086071
"352","loglike",-1.78457383754794
"353","pif",0.551314388390207
"353","pia",0.0582836359337844
"353","mua",4
"353","siga",7.10989672019739
"353","mub",1
"353","sigb",2.88821567231582
"353","pubpar1",NA
"353","pubpar2",0.66170372649696
"353","loglike",-1.81797978577056
"354","pif",0.178535534139861
"354","pia",0.127691092881168
"354","mua",4
"354","siga",4.73319395503205
"354","mub",1.03163409644722
"354","sigb",2.30453960628525
"354","pubpar1",NA
"354","pubpar2",0.655308021208818
"354","loglike",-1.81393421494438
"355","pif",0.333806838147964
"355","pia",0.860154724201557
"355","mua",0.560273994703728
"355","siga",2.52868249246768
"355","mub",1.85318514207195
"355","sigb",5.82800878062277
"355","pubpar1",NA
"355","pubpar2",0.663117653194324
"355","loglike",-1.8132946700242
"356","pif",0.297797459036728
"356","pia",0.833497259194243
"356","mua",0.668262393362492
"356","siga",2.44961658759469
"356","mub",1.44754641114
"356","sigb",5.55460125320572
"356","pubpar1",NA
"356","pubpar2",0.666666666666667
"356","loglike",-1.81326967775162
"357","pif",0.333005991783312
"357","pia",0.851896570290514
"357","mua",0.586230921942585
"357","siga",2.47417984366715
"357","mub",1.90788356153495
"357","sigb",5.69973755023321
"357","pubpar1",NA
"357","pubpar2",0.662190578255629
"357","loglike",-1.81324131033028
"358","pif",0.001
"358","pia",0.857821475775529
"358","mua",0.5
"358","siga",2.56345187942675
"358","mub",1.97039840070468
"358","sigb",5.52875639707662
"358","pubpar1",NA
"358","pubpar2",0.666666666666667
"358","loglike",-1.79148110427958
"359","pif",0.435221372900744
"359","pia",0.141315359468794
"359","mua",4
"359","siga",4.96424878864203
"359","mub",1.53981285951182
"359","sigb",2.20627582913703
"359","pubpar1",NA
"359","pubpar2",0.666666666666667
"359","loglike",-1.81325006608959
"360","pif",0.150242076036647
"360","pia",0.849180925550565
"360","mua",0.5
"360","siga",2.43104502789578
"360","mub",1.03730904457254
"360","sigb",6.28025795026162
"360","pubpar1",NA
"360","pubpar2",0.666666666666667
"360","loglike",-1.79129116483498
"361","pif",0.427601095154069
"361","pia",0.12181852599794
"361","mua",0.5
"361","siga",6.50045928026424
"361","mub",1
"361","sigb",2.51237307725924
"361","pubpar1",NA
"361","pubpar2",0.666666666666667
"361","loglike",-1.81357685332736
"362","pif",0.233953968060653
"362","pia",0.214882876562631
"362","mua",3.33282067579027
"362","siga",4.20906805567631
"362","mub",1.57478201384148
"362","sigb",1.86754858081612
"362","pubpar1",NA
"362","pubpar2",0.625019582373196
"362","loglike",-1.77688301306968
"363","pif",0.377900082391177
"363","pia",0.17670011574507
"363","mua",0.8247237918491
"363","siga",5.68836593137651
"363","mub",1
"363","sigb",2.33255704287923
"363","pubpar1",NA
"363","pubpar2",0.666666666666667
"363","loglike",-1.81325040650462
"364","pif",0.001
"364","pia",0.99
"364","mua",0.5
"364","siga",2.90697314213751
"364","mub",10
"364","sigb",9.48244370430725
"364","pubpar1",NA
"364","pubpar2",0.666666666666667
"364","loglike",-1.81260767273276
"365","pif",0.361620125061024
"365","pia",0.892859629901425
"365","mua",0.610411870961718
"365","siga",2.51762359515488
"365","mub",4.29459463530698
"365","sigb",5.05401981990377
"365","pubpar1",NA
"365","pubpar2",0.666666666666667
"365","loglike",-1.81324477505293
"366","pif",0.001
"366","pia",0.978517587328399
"366","mua",0.5
"366","siga",2.92890103396279
"366","mub",1
"366","sigb",7.43505546969483
"366","pubpar1",NA
"366","pubpar2",0.666666666666667
"366","loglike",-1.80586280949417
"367","pif",0.0358679229456204
"367","pia",0.0668710058499461
"367","mua",0.941670737975597
"367","siga",7.08445737790159
"367","mub",1.17390454989902
"367","sigb",2.6681359400824
"367","pubpar1",NA
"367","pubpar2",0.666666666666667
"367","loglike",-1.79187547484959
"368","pif",0.380114153054724
"368","pia",0.175051148401416
"368","mua",0.5
"368","siga",5.56069486785018
"368","mub",1
"368","sigb",2.42370219721305
"368","pubpar1",NA
"368","pubpar2",0.666666666666667
"368","loglike",-1.81373102358789
"369","pif",0.431998634627783
"369","pia",0.851855783738802
"369","mua",1.58413158947869
"369","siga",2.14840027740891
"369","mub",3.56579682200064
"369","sigb",4.70341658373567
"369","pubpar1",NA
"369","pubpar2",0.648123371491775
"369","loglike",-1.81448454595407
"370","pif",0.416037550697626
"370","pia",0.0821977698915192
"370","mua",4
"370","siga",4.04900039723316
"370","mub",1
"370","sigb",2.15941251285626
"370","pubpar1",NA
"370","pubpar2",0.481395162395407
"370","loglike",-1.79461872698809
"371","pif",0.001
"371","pia",0.973185512952902
"371","mua",0.5
"371","siga",2.67335198003538
"371","mub",8.07028154082569
"371","sigb",5.82718017505263
"371","pubpar1",NA
"371","pubpar2",0.666666666666667
"371","loglike",-1.79261913262709
"372","pif",0.347921375245347
"372","pia",0.128378156401142
"372","mua",4
"372","siga",4.8851559591764
"372","mub",1
"372","sigb",2.43106852204181
"372","pubpar1",NA
"372","pubpar2",0.666666666666667
"372","loglike",-1.81286863218525
"373","pif",0.349414912421449
"373","pia",0.855467027646929
"373","mua",0.5
"373","siga",2.57254285116412
"373","mub",1
"373","sigb",5.94603324839804
"373","pubpar1",NA
"373","pubpar2",0.666666666666667
"373","loglike",-1.81321971166413
"374","pif",0.246240487246272
"374","pia",0.140042266740634
"374","mua",4
"374","siga",4.5397313609659
"374","mub",1.15896036270909
"374","sigb",2.24117409472517
"374","pubpar1",NA
"374","pubpar2",0.666666666666667
"374","loglike",-1.813555479371
"375","pif",0.296945054831609
"375","pia",0.175463679477302
"375","mua",0.5
"375","siga",5.79777169921969
"375","mub",1
"375","sigb",2.31301693606617
"375","pubpar1",NA
"375","pubpar2",0.666666666666667
"375","loglike",-1.81338573395756
"376","pif",0.464426117934317
"376","pia",0.914133489636144
"376","mua",0.5
"376","siga",2.74023480769972
"376","mub",5.74048021645895
"376","sigb",4.83416560305142
"376","pubpar1",NA
"376","pubpar2",0.666666666666667
"376","loglike",-1.81305870420966
"377","pif",0.331068568366229
"377","pia",0.839604702793534
"377","mua",0.5
"377","siga",2.48790754113885
"377","mub",1
"377","sigb",5.74060086712908
"377","pubpar1",NA
"377","pubpar2",0.666666666666667
"377","loglike",-1.81314362015297
"378","pif",0.765726853293266
"378","pia",0.682005523546907
"378","mua",1.99292202135184
"378","siga",2.20409786636859
"378","mub",2.13292740303946
"378","sigb",5.49932080384539
"378","pubpar1",NA
"378","pubpar2",0.415422483255825
"378","loglike",-1.78962047257919
"379","pif",0.314526907626044
"379","pia",0.922652155440867
"379","mua",0.787644542080727
"379","siga",2.58740800317519
"379","mub",6.42685294233348
"379","sigb",4.16807170481705
"379","pubpar1",NA
"379","pubpar2",0.666666666666667
"379","loglike",-1.81264783427903
"380","pif",0.458316654511755
"380","pia",0.945198563509429
"380","mua",1.10353504215178
"380","siga",2.87807716319322
"380","mub",4.09878681830201
"380","sigb",5.46754487640503
"380","pubpar1",NA
"380","pubpar2",0.57902120324898
"380","loglike",-1.78887359023941
"381","pif",0.386075780082674
"381","pia",0.918715133685113
"381","mua",0.5
"381","siga",2.66852180774945
"381","mub",6.10994260507365
"381","sigb",4.37459383301276
"381","pubpar1",NA
"381","pubpar2",0.666666666666667
"381","loglike",-1.81250590671798
"382","pif",0.449204344810879
"382","pia",0.14316348956948
"382","mua",2.49564642335344
"382","siga",5.76200493593253
"382","mub",1.09147420294256
"382","sigb",2.44608891106524
"382","pubpar1",NA
"382","pubpar2",0.660554127500796
"382","loglike",-1.81352489361505
"383","pif",0.631078362108331
"383","pia",0.837991714191636
"383","mua",2.6410367112313
"383","siga",1.42497324940771
"383","mub",1
"383","sigb",8.08418631443485
"383","pubpar1",NA
"383","pubpar2",0.506321678890971
"383","loglike",-1.80599938041174
"384","pif",0.398437680444098
"384","pia",0.119274968502411
"384","mua",4
"384","siga",4.92140383770931
"384","mub",1.09924915167122
"384","sigb",2.39323859051051
"384","pubpar1",NA
"384","pubpar2",0.666466761608061
"384","loglike",-1.81306847560468
"385","pif",0.327577720026174
"385","pia",0.846752306607124
"385","mua",0.827303582121397
"385","siga",2.41330359152537
"385","mub",1.70119986122852
"385","sigb",5.65747347306031
"385","pubpar1",NA
"385","pubpar2",0.653790369893871
"385","loglike",-1.8134931646832
"386","pif",0.388321111950835
"386","pia",0.817691531176729
"386","mua",1.08017429814543
"386","siga",2.26036054228381
"386","mub",1.69384735405377
"386","sigb",5.48820707963762
"386","pubpar1",NA
"386","pubpar2",0.666666666666667
"386","loglike",-1.81338055982138
"387","pif",0.001
"387","pia",0.851523298717526
"387","mua",0.5
"387","siga",2.41895010180243
"387","mub",2.71275620887313
"387","sigb",5.31042910666941
"387","pubpar1",NA
"387","pubpar2",0.666666666666667
"387","loglike",-1.81411558243316
"388","pif",0.378454186354777
"388","pia",0.15044233359873
"388","mua",3.02325413451675
"388","siga",5.2611236427545
"388","mub",1
"388","sigb",2.39909671446003
"388","pubpar1",NA
"388","pubpar2",0.666666666666667
"388","loglike",-1.81299503477464
"389","pif",0.001
"389","pia",0.831547154785709
"389","mua",0.5
"389","siga",2.38126572160678
"389","mub",1
"389","sigb",5.74490263364544
"389","pubpar1",NA
"389","pubpar2",0.666666666666667
"389","loglike",-1.78796898806967
"390","pif",0.327377050082498
"390","pia",0.834085286366256
"390","mua",0.784988401119606
"390","siga",2.41217018864773
"390","mub",1
"390","sigb",5.78245666066788
"390","pubpar1",NA
"390","pubpar2",0.666115231350698
"390","loglike",-1.8131745685514
"391","pif",0.276048275188305
"391","pia",0.760504801810917
"391","mua",1.70432467996455
"391","siga",1.60817989816416
"391","mub",1
"391","sigb",4.64001283425825
"391","pubpar1",NA
"391","pubpar2",0.65183169720968
"391","loglike",-1.7862510152068
"392","pif",0.445709015131671
"392","pia",0.168302785422865
"392","mua",2.23108620943408
"392","siga",5.48596992521344
"392","mub",1
"392","sigb",2.35345369997981
"392","pubpar1",NA
"392","pubpar2",0.653952805139921
"392","loglike",-1.8135889938858
"393","pif",0.001
"393","pia",0.82627105001213
"393","mua",0.5
"393","siga",2.3581125309676
"393","mub",1
"393","sigb",5.79264369703913
"393","pubpar1",NA
"393","pubpar2",0.666666666666667
"393","loglike",-1.78825607985244
"394","pif",0.664649147922392
"394","pia",0.840850573316066
"394","mua",1.51081626597106
"394","siga",2.25315527638944
"394","mub",2.78334234551308
"394","sigb",5.615396756922
"394","pubpar1",NA
"394","pubpar2",0.538837379167924
"394","loglike",-1.81694541686584
"395","pif",0.400404506565882
"395","pia",0.91301496182041
"395","mua",1.241600501128
"395","siga",2.3967648919504
"395","mub",6.03407904383179
"395","sigb",4.27019169652948
"395","pubpar1",NA
"395","pubpar2",0.664022170821997
"395","loglike",-1.81269489172847
"396","pif",0.46209891935798
"396","pia",0.143967731716751
"396","mua",0.5
"396","siga",6.11558278851834
"396","mub",1
"396","sigb",2.47854073685246
"396","pubpar1",NA
"396","pubpar2",0.666666666666667
"396","loglike",-1.8134608417563
"397","pif",0.449524533688731
"397","pia",0.148979430297558
"397","mua",0.700943712411754
"397","siga",5.97677013618858
"397","mub",1.12828390604471
"397","sigb",2.40134586457534
"397","pubpar1",NA
"397","pubpar2",0.666666666666667
"397","loglike",-1.81340665928849
"398","pif",0.863309262879368
"398","pia",0.99
"398","mua",0.929062851788359
"398","siga",3.03785917196181
"398","mub",5.33429616515978
"398","sigb",6.2763980769213
"398","pubpar1",NA
"398","pubpar2",0.385263092668178
"398","loglike",-1.77975907173673
"399","pif",0.001
"399","pia",0.900137946631917
"399","mua",0.5
"399","siga",2.61345952776351
"399","mub",1
"399","sigb",8.18374396436017
"399","pubpar1",NA
"399","pubpar2",0.666666666666667
"399","loglike",-1.79130626935829
"400","pif",0.397811077841524
"400","pia",0.131916709466022
"400","mua",3.97623311172531
"400","siga",4.82607331520888
"400","mub",1.01303804068797
"400","sigb",2.44164957664451
"400","pubpar1",NA
"400","pubpar2",0.665339214014666
"400","loglike",-1.81295128035121
"401","pif",0.497777314459049
"401","pia",0.968592807084226
"401","mua",0.504596322007676
"401","siga",2.89782772777031
"401","mub",10
"401","sigb",2.92076141900198
"401","pubpar1",NA
"401","pubpar2",0.666666666666667
"401","loglike",-1.81197318301713
"402","pif",0.556261496816847
"402","pia",0.181296073240383
"402","mua",1.57767694461179
"402","siga",5.71736920581565
"402","mub",2.13180036868005
"402","sigb",2.223834357981
"402","pubpar1",NA
"402","pubpar2",0.506939547355357
"402","loglike",-1.78642425886023
"403","pif",0.455461762916534
"403","pia",0.968778042433125
"403","mua",0.596936721441216
"403","siga",2.84338994471905
"403","mub",10
"403","sigb",2.84099625349785
"403","pubpar1",NA
"403","pubpar2",0.666109092497334
"403","loglike",-1.81191543582744
"404","pif",0.1594033257195
"404","pia",0.835138291043621
"404","mua",0.968978397109149
"404","siga",2.30863340811463
"404","mub",1.22581312644052
"404","sigb",5.61760074563665
"404","pubpar1",NA
"404","pubpar2",0.655888270360952
"404","loglike",-1.81416565468666
"405","pif",0.001
"405","pia",0.16094729082274
"405","mua",2.14676107318607
"405","siga",5.38279211331343
"405","mub",1
"405","sigb",2.22583429640366
"405","pubpar1",NA
"405","pubpar2",0.666666666666667
"405","loglike",-1.81429050693881
"406","pif",0.402287781037345
"406","pia",0.868151340327124
"406","mua",1.23402439292896
"406","siga",2.3646091004247
"406","mub",4.19201414561253
"406","sigb",4.89840451279857
"406","pubpar1",NA
"406","pubpar2",0.666666666666667
"406","loglike",-1.81299064341782
"407","pif",0.340701088357596
"407","pia",0.813566794847999
"407","mua",0.5
"407","siga",2.45128401140001
"407","mub",1
"407","sigb",5.39037062937872
"407","pubpar1",NA
"407","pubpar2",0.666536127980935
"407","loglike",-1.81359065339085
"408","pif",0.434527537570552
"408","pia",0.967587205114633
"408","mua",0.5
"408","siga",2.85856057304236
"408","mub",10
"408","sigb",3.06118585169216
"408","pubpar1",NA
"408","pubpar2",0.666666666666667
"408","loglike",-1.8119015736387
"409","pif",0.001
"409","pia",0.164213576620057
"409","mua",1.09056754739454
"409","siga",5.68539308463262
"409","mub",1.16481907699358
"409","sigb",2.16039288218952
"409","pubpar1",NA
"409","pubpar2",0.666666666666667
"409","loglike",-1.81453920650765
"410","pif",0.432303823631335
"410","pia",0.964834639882566
"410","mua",1.30564132116156
"410","siga",2.55344905920784
"410","mub",9.79503826681724
"410","sigb",2.91242843984365
"410","pubpar1",NA
"410","pubpar2",0.666666666666667
"410","loglike",-1.81219740786582
"411","pif",0.211765277830968
"411","pia",0.86674295746702
"411","mua",0.504930741533158
"411","siga",2.12414243208239
"411","mub",1.17891694911065
"411","sigb",6.83606355120908
"411","pubpar1",NA
"411","pubpar2",0.663065174364213
"411","loglike",-1.80010445551867
"412","pif",0.3127496804497
"412","pia",0.12011889490288
"412","mua",3.9708902101897
"412","siga",5.10716392706513
"412","mub",1
"412","sigb",2.40887709575234
"412","pubpar1",NA
"412","pubpar2",0.666666666666667
"412","loglike",-1.81295389460727
"413","pif",0.474923287297902
"413","pia",0.967034808393374
"413","mua",1.1372390284343
"413","siga",2.94426414897572
"413","mub",10
"413","sigb",6.43296545330225
"413","pubpar1",NA
"413","pubpar2",0.529159371545701
"413","loglike",-1.79434836518121
"414","pif",0.320952653060374
"414","pia",0.0973236880226547
"414","mua",1.78938146195979
"414","siga",7.6679652956027
"414","mub",1.19748091066076
"414","sigb",2.52250373373244
"414","pubpar1",NA
"414","pubpar2",0.652344432425503
"414","loglike",-1.79904977145232
"415","pif",0.190291556354269
"415","pia",0.99
"415","mua",1.08196301613133
"415","siga",3.0421970102099
"415","mub",10
"415","sigb",4.14049193525296
"415","pubpar1",NA
"415","pubpar2",0.657962143738112
"415","loglike",-1.80324624233272
"416","pif",0.324211775943074
"416","pia",0.828025327632716
"416","mua",0.86855174382517
"416","siga",2.38735110445802
"416","mub",1.21156269093889
"416","sigb",5.6515452642386
"416","pubpar1",NA
"416","pubpar2",0.666666666666667
"416","loglike",-1.81320762644521
"417","pif",0.31643382447098
"417","pia",0.179299336261153
"417","mua",1.312176579427
"417","siga",5.58294905546502
"417","mub",1
"417","sigb",2.32138061899587
"417","pubpar1",NA
"417","pubpar2",0.666666666666667
"417","loglike",-1.813306801888
"418","pif",0.421998760169958
"418","pia",0.85870988583982
"418","mua",0.837647570415555
"418","siga",2.4834899009423
"418","mub",1
"418","sigb",6.0613934584468
"418","pubpar1",NA
"418","pubpar2",0.666666666666667
"418","loglike",-1.81336211761229
"419","pif",0.422483058353596
"419","pia",0.885592209656398
"419","mua",1.53118997719175
"419","siga",2.28156171294609
"419","mub",3.49824713464655
"419","sigb",5.7371875008687
"419","pubpar1",NA
"419","pubpar2",0.661094618531579
"419","loglike",-1.81406748121608
"420","pif",0.319308992922325
"420","pia",0.834952765866227
"420","mua",1.29540315203114
"420","siga",2.20567198244134
"420","mub",1.29969483286389
"420","sigb",5.82470206860062
"420","pubpar1",NA
"420","pubpar2",0.666666666666667
"420","loglike",-1.81338789452534
"421","pif",0.170171726678671
"421","pia",0.943125055724509
"421","mua",0.727039276761905
"421","siga",2.5895295954613
"421","mub",7.32857991464986
"421","sigb",3.78043488907469
"421","pubpar1",NA
"421","pubpar2",0.666666666666667
"421","loglike",-1.78945117582977
"422","pif",0.468612989378406
"422","pia",0.969544171119088
"422","mua",0.5
"422","siga",2.89941943737782
"422","mub",10
"422","sigb",3.22358671715655
"422","pubpar1",NA
"422","pubpar2",0.666666666666667
"422","loglike",-1.81200598101444
"423","pif",0.374932988561196
"423","pia",0.9347046243132
"423","mua",0.956630637979204
"423","siga",2.51665907643079
"423","mub",6.54895120654009
"423","sigb",4.33225876479412
"423","pubpar1",NA
"423","pubpar2",0.666666666666667
"423","loglike",-1.81292219859648
"424","pif",0.38508720844374
"424","pia",0.843301179207383
"424","mua",0.614293255307869
"424","siga",2.50378236751337
"424","mub",1.29222148251491
"424","sigb",5.84318843688498
"424","pubpar1",NA
"424","pubpar2",0.661867563703354
"424","loglike",-1.81331840837805
"425","pif",0.393761543854972
"425","pia",0.864361987380981
"425","mua",0.945473136310789
"425","siga",2.43437850898297
"425","mub",3.15235332918668
"425","sigb",5.45552923214472
"425","pubpar1",NA
"425","pubpar2",0.666666666666667
"425","loglike",-1.8130686850873
"426","pif",0.184383950606957
"426","pia",0.933393352411836
"426","mua",0.5
"426","siga",2.52961275707866
"426","mub",6.89173217896662
"426","sigb",3.86970551026369
"426","pubpar1",NA
"426","pubpar2",0.666666666666667
"426","loglike",-1.81334377528448
"427","pif",0.381719971458384
"427","pia",0.130481943821683
"427","mua",4
"427","siga",5.05984037841828
"427","mub",1
"427","sigb",2.45737383625766
"427","pubpar1",NA
"427","pubpar2",0.666666666666667
"427","loglike",-1.81294179862485
"428","pif",0.765603877524152
"428","pia",0.152163805451574
"428","mua",2.15325137029469
"428","siga",5.28299859785214
"428","mub",1
"428","sigb",2.41629873017198
"428","pubpar1",NA
"428","pubpar2",0.36879640100445
"428","loglike",-1.72523965116838
"429","pif",0.385022405655404
"429","pia",0.132658477461749
"429","mua",3.71221033001644
"429","siga",5.18100465782793
"429","mub",1.00396011897821
"429","sigb",2.45461214070515
"429","pubpar1",NA
"429","pubpar2",0.666640254108662
"429","loglike",-1.81294140871512
"430","pif",0.364553437034999
"430","pia",0.851043175851839
"430","mua",0.731789469333165
"430","siga",2.49826457411008
"430","mub",1.34763035799061
"430","sigb",5.89574912357351
"430","pubpar1",NA
"430","pubpar2",0.666666666666667
"430","loglike",-1.81319131680226
"431","pif",0.354896443480996
"431","pia",0.968358056616529
"431","mua",1.18781827933389
"431","siga",2.48202841736541
"431","mub",10
"431","sigb",2.37258311113972
"431","pubpar1",NA
"431","pubpar2",0.666666666666667
"431","loglike",-1.78688222553926
"432","pif",0.344110628028182
"432","pia",0.118869808033542
"432","mua",4
"432","siga",5.07680440667451
"432","mub",1
"432","sigb",2.43453613195432
"432","pubpar1",NA
"432","pubpar2",0.666666666666667
"432","loglike",-1.81288422162984
"433","pif",0.141891954086048
"433","pia",0.864050797903526
"433","mua",0.5
"433","siga",2.56119687460904
"433","mub",1.05025200567111
"433","sigb",6.04587971574005
"433","pubpar1",NA
"433","pubpar2",0.653415243012776
"433","loglike",-1.78939102302416
"434","pif",0.897888931795828
"434","pia",0.92449613489534
"434","mua",1.25641700999752
"434","siga",3.56600808463604
"434","mub",3.59314647876122
"434","sigb",9.92920135033141
"434","pubpar1",NA
"434","pubpar2",0.333333333333333
"434","loglike",-1.77557305514498
"435","pif",0.360174771333849
"435","pia",0.930250686099944
"435","mua",0.5
"435","siga",2.68653966624995
"435","mub",6.73363783164055
"435","sigb",4.0937599818026
"435","pubpar1",NA
"435","pubpar2",0.666666666666667
"435","loglike",-1.81245257147992
"436","pif",0.00690504396354411
"436","pia",0.161913137640866
"436","mua",2.71075016273668
"436","siga",5.10074038193684
"436","mub",1.01790808245635
